strain,temperature_optimum_C,temperature_minimum,temperature_maximum,ph_optimum,ph_minimum,ph_maximum,salinity_optimum,salinity_minimum,salinity_maximum,oxygen_tolerance
Pseudomonadota sp. JADJTR01 sp016711085,29.045328572476304,14.148119369271583,39.12553687004456,6.923146073491054,4.963443056331339,8.959391162733098,0.0761346284986617,0.0,2.0588767711751093,tolerant
Bacteroidota sp. JADKAC01 sp016715425,30.91880723502478,13.151597199674868,37.648637430190945,6.657562952854917,5.50736413154195,8.36378942922385,0.0,0.0,0.9307539239378108,tolerant
Actinomycetota sp.,34.77700613276898,21.290772899066766,44.140945300949326,7.669463320628555,5.655149490466053,9.849681235963091,0.7158772748897952,0.947682734259518,2.9276616157727995,tolerant
Patescibacteria sp. OLB23 sp018062135,47.68033042047673,39.18634748371873,53.76930666365537,7.1045304046422535,5.02651189170593,8.327872056491232,1.787910442596874,0.1128407040285521,0.0,not tolerant
Acidobacteriota sp.,26.65750967847595,13.14462938099793,34.241583254685025,7.415407637448525,5.36171980912993,9.709848111898596,0.3993002418924778,0.0,4.1875960328755575,tolerant
Bacteroidota sp. JADJTT01 sp016711045,38.01077378808901,19.74689810132744,46.06873636336623,7.069001764946009,5.645034947986705,9.282140447845698,0.0,0.2446509583796658,1.106191769304797,tolerant
Patescibacteria sp.,32.16108386044239,20.62452758163677,39.66329621790664,6.715088738785975,5.471317251265718,8.892103426276558,1.5884623317633486,0.7397132242791351,2.0973295195241013,tolerant
Bacteroidota sp. Ferruginibacter sp016703625,24.123140612481205,8.356276617843273,31.721250276194414,6.748338264815047,5.285174108398399,8.644498733612455,0.0,0.0,0.0,tolerant
Chloroflexota sp. Leptovillus sp017993775,34.91182246779695,18.56714473232836,42.682299822132784,7.905331613016065,6.014301544718739,10.064246102945631,0.0,0.0,0.0,tolerant
Pseudomonadota sp. CompetibacterA sp002433805,39.97715803410797,23.13604196833905,48.62689082243847,6.872256993674679,5.343255665909904,8.775862847023014,0.957554436903448,0.3235199033400395,1.99566103988456,tolerant
Bacteroidota sp. PHOS-HE28 sp016710965,24.74079981123306,7.386209616579652,31.4480402146402,6.111078302545619,4.588809796547054,8.389230846310841,0.1182856190345784,0.0,3.166493195899289,tolerant
Verrucomicrobiota sp. UBA2377 sp017988885,27.9989429147927,10.3674182788874,37.29318152664918,6.758508851752563,5.222701696589749,8.869711389454183,0.0,0.0,0.0,tolerant
Patescibacteria sp.,33.88508717961094,22.337377830784742,41.98452727086115,7.407365422214215,5.630954606322284,9.265935184985722,0.0,0.6340578861925734,0.0,tolerant
Acidobacteriota sp.,21.25591778105312,8.549268799515136,29.220294189329444,7.090406122469288,5.610874932882497,8.647869251552097,0.0,0.3268494749718333,0.0,not tolerant
Electryoneota sp.,29.444544485321178,13.759010917697545,34.77673908944921,7.516050746369284,5.7018828836317015,10.273740592250263,0.4972313061154709,0.0,3.403024601735578,not tolerant
Bacteroidota sp.,28.888907579322943,14.2391416352781,36.74261216914884,7.591641400256579,5.609155618290312,9.56128161641963,1.920476351107761,0.7994400068347611,6.779869386112272,not tolerant
Myxococcota sp.,30.618781598159877,20.792036828265687,38.58686756880839,6.913554543402929,5.238230341502776,8.705700716440152,0.0,0.4106434603440207,0.0,not tolerant
Bacteroidota sp.,20.986593436827285,6.21374224784924,28.529302670654957,6.687394920528717,5.476920271975822,8.6740598210106,0.0,0.0,0.0,tolerant
Bacteroidota sp. JAGPCH01 sp016710985,19.92162124777827,3.3446403049502607,24.403386650710864,6.78858685430829,5.256653387393416,8.86690449113825,0.175265589767994,0.0,1.5840801684043306,tolerant
Cyanobacteriota sp.,16.965908946370412,3.470866997087077,23.84616889278075,6.778673626921171,4.813058175790508,8.313142126839844,0.0,0.0,0.0,not tolerant
Patescibacteria sp.,26.94782482164508,17.31817932356555,36.025230105463315,7.223964602924747,5.269589192693018,9.197536494186991,0.8590091712177355,0.0,0.547676792235503,tolerant
Verrucomicrobiota sp.,18.44088628113083,3.368838987299642,27.39952369867951,7.0324547353681375,5.209469687720652,8.834395224662599,0.8196773881392811,0.3016862532859146,3.997206584414384,tolerant
Acidobacteriota sp.,22.798699515166767,6.525480047192836,29.67653720057669,7.837699801903577,6.218063529852127,9.703963631060656,1.7565807918673686,1.0042269614809791,2.7611193446062607,tolerant
Bacteroidota sp. Ferruginibacter sp016710935,25.45834846671562,10.807818261504735,32.97159267762328,6.896384190936814,5.373877902114722,8.896842435104158,0.0,0.0,0.0,tolerant
MyxococcotaA sp.,34.35611063135256,21.4492458516619,39.94512753713376,7.700497060559472,5.889956404232682,9.375366634483749,0.569619230335471,0.3962205032531238,5.243234030375135,not tolerant
Patescibacteria sp.,37.07508125306248,21.526440163659853,44.465783866126046,7.98612193818708,6.330715357084761,9.49304126935992,2.6471900946226663,0.7988713749328606,8.31506324475402,not tolerant
Bacteroidota sp.,29.12144973158331,9.351384633657895,36.962750996513456,7.116607723970868,5.457614658785009,9.263678684359508,0.0,0.0,2.3040843958077737,tolerant
Bacteroidota sp.,15.635433617173796,0.0,22.149866031386175,6.213074459477996,5.217249027913393,7.38989204230646,0.0,0.0,0.0,not tolerant
Bacteroidota sp. OLB9 sp016722285,24.065456792984953,9.406778964861925,31.024752074611136,6.621648379658479,4.951823711867678,8.312521040177034,0.0,0.0,0.4749254392065971,tolerant
Actinomycetota sp. UBA668 sp002299395,19.377947367616727,6.121523893292716,26.580172594995183,7.635383706037063,5.060415689206294,9.873659571369464,0.0,0.0,4.679467434174846,tolerant
Bacteroidota sp.,20.12656520312108,1.177073303509408,24.58095325407156,6.790385577330926,5.293067182866858,8.831930555126664,0.0,0.0,2.3329944149833395,tolerant
Patescibacteria sp. JAGOSP01 sp018062205,38.234248225437845,20.09532902152747,45.85368846426569,7.450257483440502,5.476372122513697,9.286638614840934,0.0,0.0397209924285746,4.767751944530233,tolerant
Pseudomonadota sp.,39.29993739631024,21.908482834916185,47.357992667591134,7.07985087251401,5.588997136358067,8.814936267269243,0.4226147867755174,0.0,1.7811113359150923,tolerant
Pseudomonadota sp.,29.236291684751706,12.56763358165622,38.66959479308554,8.030055682182974,5.6957511835469825,10.285621679381808,2.1673856382833145,0.0,7.693926799205874,not tolerant
Bacteroidota sp. JAGNXB01 sp017985675,35.160683436191746,20.621830571630195,41.94846308772674,6.7091039969936235,4.883689362322218,8.760514924599743,0.216111656210078,0.0,0.0,not tolerant
Chloroflexota sp. Epilinea brevis,32.85786895303035,17.57754804930621,41.54588197962683,7.534271538942568,5.69450804267703,9.959319536053885,0.0,0.0,0.4587210275320945,tolerant
Myxococcota sp. UBA2376 sp016717005,27.57808139220201,15.91625993953597,36.22873911242144,6.592968369892777,5.074206236108476,8.876353595647892,0.0,0.0,0.0,not tolerant
Pseudomonadota sp.,26.155295361799297,10.646650037583932,33.15556678277977,7.526418999120764,5.634631791566951,9.95195282156816,0.0,0.0,0.8545695414931309,tolerant
Bacteroidota sp.,29.379593410394396,15.19249862408788,37.91674996055339,6.653898439960281,5.019776655378101,8.66444380538636,0.0,0.0,0.0612859926331061,tolerant
Electryoneota sp.,27.645921788275217,10.93837364245394,32.438990897566505,7.492056747986324,5.671747576211686,10.011824016745848,0.6939762756948133,0.0,2.5227353320191597,not tolerant
Pseudomonadota sp.,26.99683897016122,12.330921154820269,32.934018304496526,7.419814997604739,5.5091567938651975,9.30727379713028,1.8548920426222024,0.4271862791329015,6.169414922431197,tolerant
Pseudomonadota sp.,21.95090006654291,5.046806810856488,31.07710961454176,7.786069183891083,5.493879799919229,10.124918356670234,0.0,0.0,1.5733482179549334,tolerant
Actinomycetota sp.,33.000970996863494,17.624257627259645,40.65110853403311,8.34430671969684,6.004781394322637,10.783686740424114,2.20829204778498,1.4134923180590215,7.125577036382133,tolerant
Patescibacteria sp.,35.10088875858732,24.299226879868392,44.050371839786145,5.956050512445064,4.648061705025999,7.610031148766143,1.8251250821016116,1.8346663155132343,2.520272437986467,tolerant
Myxococcota sp.,27.31037837915775,14.943283762957297,33.10813106299332,7.459528243311199,5.406043938735254,9.580976073796496,2.070183942231411,1.4759478423808603,3.456753041939189,not tolerant
Chloroflexota sp. Promineifilum glycogenicum,34.261242580304426,20.904892048190284,43.711574957104595,8.195367937406013,6.022066909656603,10.414535599702678,2.042095225919488,0.206506627519452,3.9636532524681063,tolerant
Actinomycetota sp.,28.943898909729953,20.92443121078187,36.2058529812785,7.470147171099922,5.272271699797555,9.823862068299023,2.9225810072770853,1.1049424898276123,7.45552131439319,not tolerant
Bacteroidota sp. Parvibacillus algidus,22.766301363772335,5.809323686644413,30.783076409763627,6.9580465613904385,5.400181258016367,8.883566162644122,0.0,0.0,0.0,tolerant
Bacteroidota sp. M3007 sp016710765,28.45118248542435,11.380113580095614,36.54471443874948,7.151903205283143,5.458377145941128,9.694218827623798,0.0,0.0,0.0,tolerant
Bacteroidota sp.,19.56838118491319,7.643811334026967,23.64670492769192,6.424157494555598,5.012126172160449,8.261239483262205,0.0,0.0,0.0,not tolerant
Pseudomonadota sp.,22.209644533555597,5.6865995011344275,30.864762556739393,7.057391981406394,5.125940781535961,9.057719923966587,0.0,0.0,0.7589018722779031,tolerant
Pseudomonadota sp.,29.31369923784928,12.423683456799818,38.076293494994275,6.538565354992713,4.964239429080218,8.42358184638679,0.0683493250848208,0.1169584944308284,1.0787272196026692,tolerant
Myxococcota sp.,25.5283032429396,9.354177660877117,34.31471965701202,6.59688986349455,5.296968234461952,9.139358885264931,2.365758515945977,2.2953409688188313,4.394679209086227,tolerant
Pseudomonadota sp.,29.62516097439394,12.619292248033837,38.35510393468356,6.595087779014741,4.958065489035013,8.473062331729414,0.0461579013355466,0.0036961097856609,1.8783875595782655,tolerant
Bacteroidota sp. OLB9 sp016714785,19.605356172296464,10.500126917817909,26.295125653568924,7.899280853869258,5.903092962771648,9.603308410423114,0.0,0.0,0.0,not tolerant
Bacteroidota sp. JADJDM01 sp016702705,15.024178527446823,1.85872005730622,21.891069622217184,6.407113218035413,5.223620802384391,8.058583461387121,0.0,0.0,0.0,not tolerant
Bacteroidota sp.,29.65268626626645,11.20436906098412,38.01797627713831,7.2442653311810705,5.538533661877984,9.431134093385236,0.2446351114940768,0.3591189290835945,1.4016719507946274,tolerant
Pseudomonadota sp.,32.40966625244842,18.3664354459799,42.45080131869629,7.319698094229649,5.311701695823547,9.659836484309867,0.8100042330619468,0.2518676436065064,5.028681878504668,tolerant
Dependentiae sp.,17.577184054138907,0.0,31.643422004562694,9.25950044790201,10.923290911117748,6.1063448683552926,9.477237024723197,0.0,19.69337981448085,not tolerant
Verrucomicrobiota sp.,26.416500412308807,12.859654793574856,34.560925803950376,6.66087242831242,4.9096533665231705,8.239063724045868,1.6516879960371975,0.8904484443492062,3.4905909620974818,tolerant
Pseudomonadota sp.,22.98042296060504,6.781375915855632,32.454668501294044,7.613934288843481,5.342627338238821,9.953675071406872,0.0,0.0,2.340059647345049,tolerant
Bacteroidota sp.,20.231742536851307,4.1991079509332785,26.01172612579047,7.406290097013525,5.889209293561868,9.456620670814305,0.0,0.0,0.4319114476021735,tolerant
Pseudomonadota sp.,39.12135058243319,23.14142268592518,45.272048964440614,7.300687997535441,5.686761872385389,9.252326921166317,0.0553414333442923,0.0,0.7917036951775032,not tolerant
Chloroflexota sp. Villigracilis affinis,32.92556167388491,16.331608293682443,39.07845605737099,7.2431703038461155,5.4290331152877,9.027786115626144,0.0,0.0,0.0,tolerant
Patescibacteria sp. GCA-2746885 sp016699935,30.612224732982806,20.04013414768559,38.41146016682729,6.313239237443483,4.706717891919388,8.310684177133622,0.0,0.0,0.0,tolerant
Myxococcota sp. JAAFHV01 sp016720545,34.26743662436386,23.061531318148965,42.15550866679506,6.513322363152391,5.0307963716685675,8.241759362388013,0.0,0.2536385378574333,0.0,not tolerant
Myxococcota sp.,29.993408942343613,20.96520560525833,37.134676906317424,7.331381179661162,5.334939359383306,8.994040230388098,0.358149496770471,0.607829675926524,2.3208018025983037,not tolerant
Nanoarchaeota sp.,42.658202284703464,32.35395407892049,48.72879120160731,7.543441635114132,5.539936822950692,9.89683735425685,2.801706225864796,0.5994001515073448,5.154960755578732,not tolerant
Chloroflexota sp. Trichofilum aggregatum,32.213638483813206,15.602063974615692,39.43990201696408,8.41343657101779,6.384389352229611,10.893049534241175,0.0,0.0,1.0308437529444916,tolerant
Pseudomonadota sp.,33.1833342128127,22.059310892989835,41.98189797437835,7.08922765040871,4.980937538380583,9.04276271537747,0.9506836502817206,0.0,1.6653929192197667,not tolerant
Bacteroidota sp.,18.21643722683169,2.6528226641402313,25.565621168139483,6.253813186335288,4.655673910520655,8.425215957607804,1.244595346651638,0.0,2.7637976590729467,not tolerant
Bacteroidota sp.,24.80154128657904,8.535880604782458,32.88693076721633,7.331310271971201,5.710712908240115,9.552233092005707,0.0,0.0,0.9235191625585806,tolerant
Chloroflexota sp. Hadersleviella danica,29.573576027061776,14.017531791006444,37.509682065732655,8.133201156239894,6.274133298872973,10.732302851500512,0.0,0.0,0.5061815376095034,tolerant
Myxococcota sp. JADJUW01 sp016716835,28.18784327953069,16.11038854440775,36.95240702946588,6.713842838543671,5.198513809108455,8.661462380936605,0.0,0.0,0.0,tolerant
Bacteroidota sp.,19.70025648181288,5.573675605153284,26.409341207228053,7.232999778578198,5.352967855004205,9.458833269129688,0.0,0.0,0.0,not tolerant
Bacteroidota sp. JADJPL01 sp016713275,31.439265347266264,14.682253407984556,40.6668093440952,7.709070247876471,5.99618528966813,9.93487656723136,0.0,0.0,0.3817888168814072,tolerant
Acidobacteriota sp.,32.770715077706996,19.563814382966733,41.53647957470902,7.241596783902681,5.432971321848019,9.12403812270978,0.6214797392507339,0.1828833565575978,1.840990795810817,tolerant
Pseudomonadota sp.,32.43205132050588,16.44179127199584,40.52622036941774,7.635161293075045,5.511249665796582,9.801623967320795,0.249085184188222,0.0,3.7658257184287023,not tolerant
Bdellovibrionota sp. JADJVA01 sp016716765,22.66638164020627,5.611185764475302,28.602308698256103,6.914114992625443,5.536136902955829,8.089229089335328,0.0,0.0,2.797596644069854,tolerant
Bacteroidota sp. Ferruginibacter sp016710745,21.820533743256668,7.129840683710192,29.96825498742003,6.835793407144049,5.367296572954141,8.831757802079268,0.0,0.0,0.0,tolerant
Patescibacteria sp. GCA-2746885 sp016699955,29.299349021122804,19.10227385351524,37.52603303041576,6.320318504294342,4.873843687733944,7.91457442108715,1.2846516978973597,1.1264676426962952,1.4832896920067302,tolerant
Patescibacteria sp. GCA-016699975 sp016699385,28.92653167868034,12.4360356189733,35.57962684717897,7.130433812695479,5.349971894049079,8.741355263282395,0.0,0.0,3.811232682718723,tolerant
Bacteroidota sp.,23.31254838028849,8.207101639756829,31.175664481283572,7.041982037853261,5.336853988402757,9.159452527223223,0.0,0.0,0.3296377911895902,tolerant
Pseudomonadota sp. Rubrivivax sp016704535,26.897582371480908,11.011442547253267,36.42432690725104,7.691371935007154,5.652301173567865,9.953709183465364,0.0,0.0,0.9036784639054076,tolerant
Bacteroidota sp. PHOS-HE28 sp016710685,23.792666259538272,3.931518097362911,32.59571682844709,6.343898259303639,4.894009836616934,8.48350467152515,1.152751965804231,0.0,5.1019206934080685,tolerant
Bacteroidota sp.,21.60577981890955,4.642817891909029,29.39126040295744,7.059161836767784,5.615234222948813,9.156125236689624,0.0,0.0,0.4238606934209308,tolerant
Myxococcota sp.,36.498996090916854,24.578304388226588,41.39171219117557,7.29502216841235,5.804781410978875,9.071848053507384,3.1860634489506405,1.9339201542742657,6.282401020669366,not tolerant
Myxococcota sp.,6.114440912875615,0.0,11.685937087705874,6.305405081607303,5.086683259691132,8.05986995292718,0.0,0.0,0.0,not tolerant
Myxococcota sp. GCA-016699535 sp016699535,26.448306015415938,12.935740711954342,33.19942646447679,6.690269942490178,4.682673040342118,8.404932350530302,1.5418637289493184,0.0864745946044487,2.105772931282166,not tolerant
Eisenbacteria sp.,33.33434630202346,17.620253079774358,38.878725650220446,7.167744144949777,5.680138364066228,9.335930495525954,3.669501310660804,2.5174118328277455,8.426467951041577,tolerant
Patescibacteria sp.,37.371180640798585,23.14122889462671,45.850419006446415,5.983248312599293,4.3726568664487555,6.931032866229953,1.4206854568184424,2.428477170912098,0.0,not tolerant
Patescibacteria sp.,31.989982051135428,24.05010524480727,40.61622769182161,5.833644072305589,4.655889966425382,7.200469366624016,0.0,0.0,0.9856636948027616,tolerant
Bacteroidota sp. PHOS-HE28 sp016704485,22.46020837555219,5.257577640814256,29.271679369428213,6.676984578874114,5.29775427128553,8.606804827334452,0.4099794399753222,0.0,2.979756369113458,tolerant
Actinomycetota sp. Phosphoribacter baldrii,30.398726677551693,17.43679615044099,38.712279908190276,6.540481280735502,4.843899476485576,8.578975719277635,0.0,0.0640098561998847,0.0,tolerant
Actinomycetota sp.,32.81856438987904,20.132747458551464,41.250619329182854,6.541556248261986,4.911062799958032,8.433201452090934,0.1443324832820307,1.2971958280519742,1.4813366446485077,tolerant
Acidobacteriota sp.,24.24828286559395,1.929330764021982,32.35315100435457,6.120375690602127,4.911874868292147,7.901519724016643,0.0,0.0,0.3882584257210091,tolerant
Pseudomonadota sp. GCA-013693735 sp016716745,34.37381318805587,20.25180419425592,44.67086160453302,7.237318619967843,5.3782915459996135,9.220496339974504,0.1836416376893321,0.0,0.8478944692099653,tolerant
Pseudomonadota sp.,19.63111302836105,4.3123675262600685,28.53618910815065,7.07912927063331,5.243362860099033,8.844282540894753,0.0,0.0,0.0,tolerant
Acidobacteriota sp. Fen-183 sp016716715,30.361660196346257,15.510031386340405,40.4224868558281,6.587481145741959,5.217030155492334,8.54974017813851,0.0,0.0,0.0,tolerant
Pseudomonadota sp. SXRF01 sp963205195,25.45293079339114,10.375913875596522,32.844545814555175,6.002739301025233,4.410576969296027,7.537153399509975,1.3275605743638526,0.0457030682251038,1.412464719491453,tolerant
Actinomycetota sp. UBA668 sp002299395,19.1594162416012,3.804833432348653,26.767174822156992,7.265149127302297,4.755612954428123,9.649036409476103,0.0,0.0,3.4721957181498304,tolerant
Bacteroidota sp. OLB9 sp016717105,26.68459380802025,13.687153049453205,32.63319410659366,6.638269439448699,5.311634891801884,8.156777828161882,0.3892491018279558,0.1696578145168856,0.532066060577792,tolerant
Acidobacteriota sp. UBA5066 sp016716705,36.9275995287417,20.767810413275733,45.74449877917714,7.143820283145621,5.790376464695058,8.766668069019852,0.0,0.0,0.0,tolerant
Bacteroidota sp.,22.1445288044316,9.25156932738922,28.729232629715103,6.5867571832625185,4.9338069315377915,8.402960966011252,0.0,0.0,0.0,tolerant
Patescibacteria sp.,34.724029980857495,27.283144928488117,43.36052024678517,6.490375648615284,5.142598572629284,7.730714151442243,1.2082274392717176,1.7445580040349205,2.6933993576120514,tolerant
Pseudomonadota sp. HyphomicrobiumB sp016716675,28.499963434641057,17.415946359216676,37.460221277534586,7.030982757872283,5.299353118777115,8.848351598713217,0.4856622401083044,0.5216965753912921,0.0,tolerant
Actinomycetota sp.,35.68800612886434,23.275455464494645,44.4312563897538,6.638920649482289,4.6643138289467005,8.694742910730268,0.0,0.6383418628726323,1.6492366350216043,tolerant
Patescibacteria sp.,31.68692744983032,23.68276060530519,39.71063051619856,6.392930318489634,4.614505950860225,7.895761273524041,0.0,0.0,0.0,tolerant
Pseudomonadota sp.,33.161649792947536,17.46829214356415,42.05241622830936,7.321558173635064,5.545006420392711,9.625035840023653,0.0,0.0,0.8494973243262862,tolerant
Patescibacteria sp.,33.206728602810706,27.673474919950756,42.360116825079274,6.177736571378828,4.710276302034218,7.955642363045799,1.7639711033235903,0.3470857353890866,4.840314062327109,tolerant
Pseudomonadota sp.,30.99927266785687,14.770031295947406,40.31930022756505,6.899129933842765,5.054603001768229,9.13683208052337,1.1038803138394817,0.6192399653979013,2.989252188383589,tolerant
Spirochaetota sp.,20.46513602094399,5.002910679124,30.030942810859987,6.8262965048122,5.233709063718363,8.378896058560198,0.0,0.0,0.0,tolerant
Actinomycetota sp.,27.982006708960434,14.810398043433942,35.84913003067242,6.965632660441476,5.202025553849014,9.047901482885695,0.8427063729356128,0.6969540102471965,2.7437137542473433,tolerant
Pseudomonadota sp.,31.17901606256736,16.627419635990897,41.088682061720085,6.38793453180115,4.539902757949608,8.281672770983473,0.0,0.0,0.0,tolerant
Actinomycetota sp. JADJVJ01 sp016716625,33.52104251830318,19.85457134533399,41.59359544919064,7.037597767872849,5.068851120700776,9.28314479195305,0.7274826104468595,0.9725794814476644,4.565264359531261,tolerant
Patescibacteria sp.,35.777734564130895,27.086785409441777,45.96180872131649,7.765043598233646,5.693107370295369,9.342942181664718,2.486449688910552,0.9683469194846284,7.47039996987354,tolerant
Planctomycetota sp.,38.43467248318688,24.843307009539004,47.19701969796898,7.076609920208041,5.466351504479755,8.811973474626216,0.0,0.5168638210580025,0.0,not tolerant
Bacteroidota sp. JADJVK01 sp016710625,24.31496833648421,8.921177742170944,30.090830043495185,6.659595813837984,4.975406512946378,8.60509312709306,0.0,0.3794929285531536,0.0,tolerant
Pseudomonadota sp.,37.938595725310826,23.029679818810436,46.88981347713949,7.265955322064751,5.424530701786566,9.308750256909274,0.0936719115973181,0.0,2.094765541553593,tolerant
Pseudomonadota sp.,31.556629773500536,15.082395339362812,39.42681770922572,7.932721075345049,5.970677219364601,10.098718088787429,0.0,0.0,1.917108110611288,tolerant
Acidobacteriota sp. JADJVL01 sp016710635,22.893455132190205,1.280018631217498,32.47327911819667,6.519957116406806,5.202930720649382,8.471407974676275,0.0,0.0,0.0,tolerant
Patescibacteria sp.,29.706425348261178,24.05009515018442,38.97082186913692,7.772668383535232,5.723078669995112,8.945672206411613,0.2198658470718566,0.0,1.2470676662328124,tolerant
Bacteroidota sp. Ferruginibacter sp016710595,25.990346309141408,9.970286613831735,34.88857450652121,6.6010843010577736,5.130406118829316,8.378919525492986,0.0,0.0,0.0,tolerant
Patescibacteria sp.,21.149671286244768,14.873858977773848,30.03180124758932,7.349106900469745,5.035030147596169,9.27498685073067,0.0,0.0,3.7294684195263255,tolerant
Pseudomonadota sp.,28.8328373122135,11.215289633874496,38.95202418896532,6.697241972837668,5.068116447544514,8.739521196400107,0.0110219718188462,0.0,2.1212822544631207,tolerant
Actinomycetota sp.,27.40229240965406,12.8422377723728,36.296118258319495,6.8699654976837214,5.032199591031685,8.781640455618295,1.6376995775933354,0.8689374291767855,5.629986217850913,tolerant
Actinomycetota sp.,31.843945055421717,18.7161131469298,40.01240003837152,6.667245804518932,4.792506620236811,8.742621932103427,0.0,0.0,1.3929426893717114,tolerant
Myxococcota sp.,33.67506151226241,19.55573140183534,39.28033729541133,7.109357292295899,5.49741476024237,9.416627221556382,1.8423055243510331,1.3203562772655184,1.7535249340394294,not tolerant
Pseudomonadota sp.,23.39293595090895,7.426091421197125,31.76546680730735,7.19180391051129,5.234518777863313,9.153976045807822,0.0,0.0,0.6692908095813515,tolerant
Pseudomonadota sp. Contendobacter odensis,38.66685443747096,21.363340018391167,46.27469010281616,6.735053786098118,5.1963850020035816,8.704244515989835,1.0298346120478068,0.3239520258907027,2.981903680587476,tolerant
Patescibacteria sp.,36.60862633928694,29.768043612924274,45.36985445613399,6.097716962683961,4.756788878610884,7.664083649337304,2.9785144850595833,1.8982968394077673,5.757497966880546,tolerant
Armatimonadota sp.,33.20490162441014,18.361669149685007,39.872677287526834,7.020369681359147,5.270308034656421,9.082996952023098,0.393939914865558,0.0,3.637415158458211,tolerant
Bacteroidota sp.,25.39273170349336,12.187986830388976,32.772215183269495,5.867560637548662,4.4934473133776365,7.420586969484766,0.0,0.0,0.0,not tolerant
Pseudomonadota sp.,26.41481956332887,10.287440439363282,35.54669755880499,7.159903729436271,5.0512183372409485,9.113825580939064,0.0,0.0,0.4445061313268663,tolerant
Patescibacteria sp.,36.26469338737188,29.970696600620727,44.1492814768368,7.302615275597665,5.203954458796938,9.310355133226508,1.2054317570640496,0.9807324217611488,4.499567625324732,tolerant
Bacteroidota sp.,30.053902655286,16.47884946220175,37.526000042126284,6.738397633183287,5.2834519439837475,8.571770056431083,1.1057093246158152,0.7260644493571153,0.9889243197126484,not tolerant
Patescibacteria sp.,27.60123965455436,19.07855363410885,35.99407753663465,7.083249172169835,5.1616128076038486,8.95485706472102,2.3781807289942125,0.8884422998980084,1.793561934222046,tolerant
Pseudomonadota sp. Quisquiliibacterium sp016710525,32.8167571871473,17.303980706688378,42.002569334279166,7.276631763935552,5.152117297015581,9.192363011363543,0.0,0.0,2.5170728164863023,tolerant
Pseudomonadota sp.,28.661666391416315,11.477273239719894,36.29186263293293,6.984771748591277,5.398685459482601,8.804748725066812,0.5272159300627655,0.0,2.0257950485307887,tolerant
Armatimonadota sp.,27.31455584056488,9.176606701102596,31.40089004350501,7.01705746006288,5.438358010972036,9.109422953387275,0.0,0.0,2.127711667489053,tolerant
Armatimonadota sp.,23.78210522577338,9.674376277140835,29.479589998153457,6.8853471730466715,5.279043024706576,9.105855797142718,0.0,0.0,2.406460049169218,tolerant
Acidobacteriota sp.,31.516817312630387,15.693951248388228,40.3582890704495,6.8912157851206,5.262055005303806,8.602857762756352,0.0,0.0,0.7734174417538906,tolerant
Actinomycetota sp. Phosphoribacter hodrii,31.934406114139698,17.689279823388222,39.53525869968879,6.743109954718139,4.998908597128544,8.72135299651238,0.0,0.0,1.136056002823997,tolerant
Bacteroidota sp. JAEUSI01 sp016709315,19.346060294628018,0.2485158111173486,24.929928971117928,7.023274690411162,5.5303929193695724,9.113373431898813,0.0,0.1230620371460631,2.7913848087073,tolerant
Pseudomonadota sp.,30.04583034299355,14.894664940561546,39.9093769214325,7.984186006659154,5.682888359804626,10.19973704341294,0.5092724686332186,0.0,3.6293078542635184,tolerant
Pseudomonadota sp. Fen-999 sp016704145,33.6143261013329,16.883174970892945,42.356831449930006,6.594117044526482,4.964844532555921,8.420035821895539,0.8246764177917494,0.2359132773218168,3.514746476369589,tolerant
Pseudomonadota sp. Sterolibacterium sp018061005,25.55119928515977,6.326434623617793,32.95306136686707,6.625027178144073,5.007226982840993,8.230264490509784,0.3836745009352587,0.0,3.782933898457519,tolerant
Pseudomonadota sp. Aestuariivirga sp016710435,28.357194886024985,13.4739518389324,38.22211631855754,6.90338126556445,4.873213659611982,9.034668126028231,1.424190489560358,0.0,4.9456245363038285,tolerant
Chloroflexota sp. Caldilinea saccharophila,36.889603170957535,19.866313038832946,43.86855055150928,8.167259548618818,5.910114050253213,10.73261165755254,0.0,0.0,0.1074043211076318,tolerant
Patescibacteria sp. Saccharimonas sp016700015,36.90521719508803,29.655350637232107,46.46941789542189,5.851745356811348,4.351837006932153,7.75610812850401,1.2964203772369325,0.0601984371907564,4.430829894132809,tolerant
Pseudomonadota sp. Aeromonas hydrophila,31.359545416661145,13.391257581558218,41.072489469874526,7.171408684325805,5.280860696056711,9.273058088980235,2.5638940864650657,0.1246572485777584,7.971187055228572,tolerant
Actinomycetota sp.,27.992024858334737,14.70379380681571,36.540800613223865,6.893034265714154,5.177867610190963,8.840903219016239,1.7337776041689,1.3555855003615114,4.624469807090037,tolerant
Actinomycetota sp. JADJVZ01 sp016716635,29.969458632885136,17.12098863236045,37.4780614171886,6.719382931158762,5.138066180527567,9.099267437889203,0.0,0.0,0.0,tolerant
Acidobacteriota sp.,25.9493190627299,6.1582841325186575,34.81113108787594,6.18176250559984,4.954377993235045,8.109816723956362,0.0,0.0,0.1674750385086163,tolerant
Pseudomonadota sp. Klebsiella electrica,32.76584453430395,16.1804195051468,43.19387027503798,7.164425751017184,5.0549243871424885,9.46154297134913,2.3583327690418283,0.0,6.7309723897482705,tolerant
Patescibacteria sp.,30.73420400863869,24.858352999344255,37.791963287590306,7.075750736129439,4.981117842240568,8.665076515960706,0.1258467188486154,0.5299030760611303,0.6943482696336112,tolerant
